year,date_,time,race,sex,age,wound,location,point_x,point_y,fatal
2017,2017-02-08 00:00:00+00,14:23:00,B,M,23,Multiple,2000 BLOCK E Stella St,-75.11482982,39.98992015,1
2017,2017-04-17 00:00:00+00,05:45:00,B,M,34,Head,600 BLOCK E Clementine St,-75.11886539,39.99599807,1
2017,2017-06-12 00:00:00+00,21:19:00,W,M,47,arm,2900 BLOCK Kip St,-75.12692162,39.99391943,0
2017,2017-09-18 00:00:00+00,17:57:00,B,M,23,Leg,2100 BLOCK E William St,-75.11731312,39.98830975,0
2017,2017-09-24 00:00:00+00,17:30:00,W,M,34,Multiple,3400 BLOCK H Street,-75.11262789,40.00043093,0
2017,2017-09-24 00:00:00+00,17:30:00,W,M,22,Leg,3400 BLOCK H Street,-75.11262789,40.00043093,0
2017,2017-09-24 00:00:00+00,17:30:00,B,M,23,foot,3400 BLOCK H Street,-75.11262789,40.00043093,0
2017,2017-09-24 00:00:00+00,17:30:00,W,M,11,Multiple,3400 BLOCK H Street,-75.11262789,40.00043093,0
2016,2016-12-29 00:00:00+00,19:14:00,W,M,27,leg,3000 BLOCK A Street,-75.12758907,39.99618792,0
2017,2017-03-22 00:00:00+00,23:50:00,B,M,21,Leg,1800 BLOCK Atlantic St,-75.10540951,40.00083672,0
2017,2017-12-17 00:00:00+00,13:57:00,B,M,60,Multiple,3000 BLOCK Hartville St,-75.12018413,39.99549387,0
2017,2017-12-21 00:00:00+00,13:19:00,B,M,24,Head,1800 BLOCK E Atlantic St,-75.10446234,39.99972262,1
2017,2017-06-17 00:00:00+00,14:24:00,W,M,39,Multiple,3500 BLOCK Penhurst St,-75.11379513,40.00191219,0
2017,2017-08-01 00:00:00+00,22:27:00,W,M,23,Leg,2900 BLOCK Frankford Ave,-75.11612409,39.99042689,0
2023,2023-08-12 00:00:00+00,13:49:00,B,M,19,Leg,2900 BLOCK RUTH ST,-75.11982699,39.99244819,0
2017,2017-11-01 00:00:00+00,20:29:00,B,M,27,Multiple,2900 BLOCK Gaul St,-75.11170297,39.98357096,1
2016,2016-02-05 00:00:00+00,21:47:00,W,M,28,Leg,3600 BLOCK Jasper St,-75.10288301,40.00008194,0
2016,2016-02-27 00:00:00+00,03:47:00,W,M,21,Leg,"3500 BLOCK ""G""St",-75.11435049,40.00167375,0
2016,2016-02-27 00:00:00+00,20:00:00,B,M,27,Buttocks,3600 BLOCK Jasper St,-75.10288301,40.00008194,0
2016,2016-04-26 00:00:00+00,06:24:00,B,M,33,Leg,1600 BLOCK E Hunting Park Ave,-75.09485859,40.00843793,0
2016,2016-06-30 00:00:00+00,11:30:00,W,M,18,Head,3100 BLOCK E St,-75.11971826,39.99632561,1
2017,2017-02-06 00:00:00+00,12:28:00,W,M,17,Multiple,4000 BLOCK Maywood St,-75.09980636,40.00850331,0
2017,2017-05-12 00:00:00+00,02:15:00,W,M,47,Stomach,3100 BLOCK Reach St,-75.11624309,39.99564471,0
2017,2017-05-19 00:00:00+00,09:17:00,B,M,2,Multiple,3300 BLOCK Malta St,-75.11147198,39.99834307,0
2017,2017-05-19 00:00:00+00,09:17:00,B,M,25,Leg,3300 BLOCK Malta St,-75.11147198,39.99834307,0
2017,2017-07-09 00:00:00+00,15:36:00,B,M,21,Back,1800 BLOCK E Atlantic St,-75.10484236,40.00016024,0
2017,2017-11-25 00:00:00+00,02:24:00,W,M,30,Leg,1800 BLOCK E Ontario St,-75.10828136,39.99864242,0
2017,2017-12-11 00:00:00+00,17:35:00,B,M,21,Leg,3200 BLOCK H Street,-75.11321233,39.99694074,0
2017,2017-11-02 00:00:00+00,22:17:00,W,F,47,Head,3600 BLOCK Amber St,-75.10035648,39.99723919,1
2017,2017-02-23 00:00:00+00,03:01:00,W,M,21,Head,2800 BLOCK E Schiller St,-75.09536733,39.98608103,1
2017,2017-05-29 00:00:00+00,22:03:00,B,M,14,Multiple,2000 BLOCK E Orleans St,-75.11664759,39.99134266,1
2017,2017-11-04 00:00:00+00,11:01:00,B,F,26,Unknown,3100 BLOCK Frankford Ave,-75.1124718,39.99215816,0
2023,2023-10-16 00:00:00+00,19:42:00,W,M,31,Multiple,3100 BLOCK G ST,-75.11573172,39.99566234,1
2023,2023-06-01 00:00:00+00,15:11:00,W,M,22,Arm,3000 BLOCK KENSINGTON AVE,-75.11801708,39.99389262,0
2023,2023-05-21 00:00:00+00,13:41:00,W,M,37,Multiple,2800 BLOCK KENSINGTON AVE,-75.12103601,39.99237624,0
2023,2023-05-21 00:00:00+00,13:41:00,B,M,20,Multiple,2800 BLOCK KENSINGTON AVE,-75.12103601,39.99237624,1
2023,2023-04-29 00:00:00+00,07:19:00,W,M,41,Leg,800 BLOCK E ALLEGHENY AVE,-75.11534483,39.99666849,0
2023,2023-04-23 00:00:00+00,04:48:00,W,M,35,Neck,1800 BLOCK HART LN,-75.12144391,39.99163927,0
2023,2023-03-28 00:00:00+00,03:13:00,B,M,33,Multiple,800 BLOCK E ALLEGHENY AVE,-75.11534483,39.99666849,0
2022,2022-07-02 00:00:00+00,16:35:00,W,F,28,Multiple,2900 BLOCK ELLA ST,-75.12736264,39.99513953,0
2022,2022-05-31 00:00:00+00,14:36:00,W,F,32,Leg,800 BLOCK E ALLEGHENY AVE,-75.11528018,39.99682381,0
2022,2022-05-31 00:00:00+00,09:00:00,B,F,33,Chest,SHELBOURNE ST & E WILLARD ST,-75.11354071,39.9977431,0
2022,2022-01-17 00:00:00+00,05:00:00,B,M,60,Leg,3800 BLOCK JASPER ST,-75.09714795,40.00400658,0
2022,2022-01-26 00:00:00+00,17:55:00,W,M,27,Back,2900 BLOCK FRANKFORD AVE,-75.11541823,39.9905938,0
2022,2022-01-26 00:00:00+00,17:55:00,W,M,26,Chest,2900 BLOCK FRANKFORD AVE,-75.11541823,39.9905938,0
2017,2017-11-28 00:00:00+00,10:14:00,W,M,38,Leg,3000 BLOCK N Water St,-75.1288588,39.9956244,0
2017,2017-05-29 00:00:00+00,22:03:00,B,M,16,Shoulder,2000 BLOCK E Orleans St,-75.11664759,39.99134266,0
2017,2017-06-10 00:00:00+00,08:46:00,B,M,27,Leg,700 BLOCK E Allegheny Ave,-75.11732851,39.9969949,0
2023,2023-08-06 00:00:00+00,07:08:00,B,M,24,Hand,800 BLOCK E MADISON ST,-75.11515048,39.99757128,0
2016,2016-08-07 00:00:00+00,12:29:00,B,M,29,Multiple,3400 BLOCK Braddock St,-75.10470652,39.99714799,1
2016,2016-08-25 00:00:00+00,02:12:00,W,M,37,Leg,3100 BLOCK Martha St,-75.11097993,39.99021469,0
2019,2019-04-04 00:00:00+00,12:11:00,B,M,25,Leg,2900 BLOCK Jasper St,-75.11894277,39.99168024,0
2018,2018-07-16 00:00:00+00,21:45:00,B,M,31,Stomach,1800 BLOCK E Tioga St,-75.10529216,39.99906381,0
2023,2023-11-23 00:00:00+00,12:00:00,W,M,42,Leg,3100 BLOCK REACH ST,-75.11630601,39.99533316,0
2023,2023-11-06 00:00:00+00,16:26:00,B,M,18,Multiple,1800 BLOCK E SCHILLER ST,-75.10656542,39.99844878,0
2023,2023-09-18 00:00:00+00,01:14:00,W,M,23,Hand,2800 BLOCK FRANKFORD AVE,-75.12010888,39.98887281,0
2023,2023-06-10 00:00:00+00,09:41:00,W,M,31,Multiple,100 BLOCK E SOMERSET ST,-75.12888202,39.99228041,0
2023,2023-06-01 00:00:00+00,10:48:00,W,F,23,Leg,400 BLOCK E AUBURN ST,-75.12333029,39.99227313,0
2023,2023-05-29 00:00:00+00,16:18:00,W,M,33,Back,2800 BLOCK ROSEHILL ST,-75.12505122,39.99289777,0
2018,2018-04-04 00:00:00+00,06:56:00,B,M,17,Wrist,1800 BLOCK E CLEMENTINE ST,-75.11451203,39.99518358,0
2018,2018-04-10 00:00:00+00,16:20:00,B,M,22,Head,1800 BLOCK E Monmouth St,-75.1191276,39.99244975,0
2023,2023-03-23 00:00:00+00,00:09:00,W,M,44,Buttocks,2200 BLOCK E ANN ST,-75.1128116,39.98770936,0
2019,2019-01-19 00:00:00+00,09:39:00,W,M,28,Multiple,3500 BLOCK Jasper St,-75.10356368,39.99974754,0
2019,2019-04-23 00:00:00+00,12:57:00,B,M,22,Arm,1900 BLOCK E Somerset St,-75.12119041,39.98996494,0
2019,2019-10-18 00:00:00+00,12:11:00,W,M,60,Stomach,3100 BLOCK N Front St,-75.12952919,39.99704784,0
2020,2020-02-04 00:00:00+00,19:27:00,B,M,28,Arm,1900 BLOCK E Somerset St,-75.12110532,39.98977482,0
2019,2019-03-03 00:00:00+00,19:23:00,W,M,41,Head,2700 BLOCK Emerald St,-75.12334954,39.98796306,1
2019,2019-03-17 00:00:00+00,22:40:00,B,M,22,Back,3000 BLOCK N Front St,-75.12979524,39.99580145,0
2019,2019-06-03 00:00:00+00,21:25:00,B,F,18,Unknown,3500 BLOCK Emerald St,-75.10340185,39.99842408,0
2019,2019-06-12 00:00:00+00,22:26:00,W,M,19,Chest,2500 BLOCK E Allegheny Ave,-75.10508589,39.98695265,1
2019,2019-06-12 00:00:00+00,22:26:00,B,M,16,Multiple,2500 BLOCK E Allegheny Ave,-75.10508589,39.98695265,0
2019,2019-06-13 00:00:00+00,20:22:00,B,M,34,Leg,3100 BLOCK N Front St,-75.12952919,39.99704784,0
2019,2019-07-04 00:00:00+00,21:50:00,W,M,26,leg,4000 BLOCK L St,-75.1028511,40.00774947,0
2019,2019-09-01 00:00:00+00,03:22:00,B,M,36,Foot,200 BLOCK E Wishart St,-75.12682886,39.99766763,0
2019,2019-09-02 00:00:00+00,20:38:00,B,M,55,Ankle,2800 BLOCK Frankford Ave,-75.11981748,39.98890967,0
2019,2019-10-18 00:00:00+00,12:11:00,W,M,24,Shoulder,3100 BLOCK N Front St,-75.12952919,39.99704784,0
2018,2018-08-11 00:00:00+00,18:11:00,B,M,26,Back,1800 BLOCK E TIOGA ST,-75.10583415,39.99958562,0
2018,2018-09-15 00:00:00+00,15:40:00,B,M,21,Multiple,400 BLOCK E Clearfield St,-75.12331078,39.99613569,0
2018,2018-11-26 00:00:00+00,10:11:00,B,M,37,Leg,2800 BLOCK Water St,-75.12939404,39.99334124,0
2018,2018-11-26 00:00:00+00,10:11:00,W,M,40,Chest,2800 BLOCK Water St,-75.12939404,39.99334124,0
2018,2018-11-26 00:00:00+00,10:11:00,W,M,58,Chest,2800 BLOCK Water St,-75.12939404,39.99334124,0
2015,2015-11-14 00:00:00+00,11:07:00,W,M,30,Leg,2900 BLOCK D St,-75.12191147,39.99430785,0
2015,2015-03-08 00:00:00+00,01:00:00,W,M,42,Multiple,800 BLOCK ETioga St,-75.11397042,40.0013853,0
2023,2023-06-09 00:00:00+00,19:38:00,W,M,44,Wrist,1600 BLOCK E LUZERNE ST,-75.09586661,40.00687011,0
2023,2023-06-09 00:00:00+00,19:38:00,B,M,28,MULTI,1600 BLOCK E LUZERNE ST,-75.09586661,40.00687011,0
2023,2023-03-04 00:00:00+00,00:16:00,B,M,,Multiple,4300 BLOCK LAWNDALE ST,-75.10493531,40.01336119,1
2023,2023-02-06 00:00:00+00,01:00:00,W,F,25,Head,3400 BLOCK JOYCE ST,-75.10438055,39.99692906,0
2022,2022-05-03 00:00:00+00,11:59:00,B,M,24,Shoulder,100 BLOCK E CAMBRIA ST,-75.13019748,39.99395556,0
2022,2022-04-30 00:00:00+00,23:03:00,W,M,17,Ankle,3100 BLOCK E STREET,-75.11969933,39.99577295,0
2022,2022-04-24 00:00:00+00,02:20:00,B,M,19,Leg,3000 BLOCK POTTER ST,-75.11669707,39.99521108,0
2022,2022-04-15 00:00:00+00,19:46:00,B,M,26,Head,3500 BLOCK JASPER ST,-75.10450694,39.9992558,0
2022,2022-04-14 00:00:00+00,01:30:00,W,M,42,Leg,1800 BLOCK E MONMOUTH ST,-75.11953005,39.99281682,0
2022,2022-06-10 00:00:00+00,02:59:00,B,M,27,Leg,2800 BLOCK KENSINGTON AVE,-75.1223949,39.99146634,0
2022,2022-02-18 00:00:00+00,22:47:00,W,F,36,Back,200 BLOCK E CLEARFIELD ST,-75.12757268,39.99666503,0
2022,2022-02-05 00:00:00+00,19:49:00,B,M,30,Multiple,3900 BLOCK GLENDALE ST,-75.10176158,40.00615051,0
2022,2022-06-10 00:00:00+00,02:59:00,B,M,,Multiple,2800 BLOCK KENSINGTON AVE,-75.1223949,39.99146634,0
2022,2022-04-14 00:00:00+00,09:45:00,W,F,36,Leg,3100 BLOCK F STREET,-75.11774684,39.99544792,0
2022,2022-04-10 00:00:00+00,18:17:00,B,M,19,Neck,2000 BLOCK E TIOGA ST,-75.10367862,39.99722808,0
2022,2022-02-05 00:00:00+00,10:38:00,W,M,49,Foot,2900 BLOCK Richmond st,-75.10763579,39.97980037,0
2022,2022-01-25 00:00:00+00,10:15:00,W,M,27,Head,2000 BLOCK E VENAGO ST,-75.10201923,39.9989871,0
2022,2022-01-18 00:00:00+00,16:07:00,W,M,46,Back,3100 BLOCK G ST,-75.11569818,39.99581659,0
2017,2017-12-11 00:00:00+00,18:48:00,W,M,34,Buttocks,3200 BLOCK H Street,-75.11321233,39.99694074,0
2017,2017-12-11 00:00:00+00,18:48:00,W,M,29,Leg,3200 BLOCK H Street,-75.11321233,39.99694074,0
2023,2023-02-03 00:00:00+00,14:19:00,B,M,54,Multiple,1900 BLOCK HART LN,-75.11995426,39.98982592,0
2022,2022-08-13 00:00:00+00,00:08:00,W,M,29,Hip,3000 BLOCK B ST,-75.12608308,39.99508927,0
2017,2017-07-19 00:00:00+00,18:00:00,W,F,48,Unknown,400 BLOCK E Somerset St,-75.12385574,39.99164996,0
2017,2017-07-21 00:00:00+00,12:11:00,B,M,19,Arm,1900 BLOCK E Clarence St,-75.10412671,39.99879173,0
2017,2017-12-18 00:00:00+00,14:20:00,W,F,47,Ankle,3100 BLOCK D ST,-75.12157599,39.99633355,0
2019,2019-10-28 00:00:00+00,04:10:00,W,M,24,Leg,900 BLOCK E HUNTING PARK AVE,-75.1096236,40.01166534,0
2019,2019-10-28 00:00:00+00,04:10:00,W,M,22,Multiple,900 BLOCK E HUNTING PARK AVE,-75.1096236,40.01166534,0
2019,2019-11-09 00:00:00+00,14:20:00,W,M,27,Buttocks,600 BLOCK E Lippincott St,-75.11834318,39.99626472,0
2019,2019-11-16 00:00:00+00,22:55:00,W,M,33,Back,2900 BLOCK Hartville St,-75.12064104,39.99336053,0
2021,2021-01-09 00:00:00+00,04:11:00,B,M,35,Multiple/Head,1800 BLOCK E WISHART ST,-75.11398003,39.99610856,0
2019,2019-02-20 00:00:00+00,01:30:00,W,F,35,Leg,1800 BLOCK E Allegheny Ave,-75.11268316,39.99584308,0
2017,2018-02-08 00:00:00+00,12:19:00,W,M,19,Multiple,200 BLOCK E Stella St,-75.12712548,39.99586413,1
2017,2017-02-14 00:00:00+00,12:30:00,B,M,21,Multiple,2900 BLOCK Ella St,-75.12744358,39.99485228,1
2017,2017-02-24 00:00:00+00,04:45:00,W,M,57,Head,3200 BLOCK Mercer St,-75.10171075,39.98616703,1
2017,2017-08-06 00:00:00+00,23:30:00,W,M,13,Foot,1800 BLOCK Ontario St,-75.15873695,40.00548682,0
2017,2017-10-16 00:00:00+00,02:00:00,W,M,56,Multiple,2900 BLOCK Jasper St,-75.11894277,39.99168024,1
2017,2017-11-28 00:00:00+00,15:04:00,B,M,26,Multiple,1900 BLOCK E Hart Ln,-75.12019872,39.98988164,0
2017,2017-12-05 00:00:00+00,20:03:00,B,M,22,Chest,2000 BLOCK Bellmore St,-75.11514636,39.98960396,0
2023,2023-11-07 00:00:00+00,02:09:00,W,M,28,Back,500 BLOCK E INDIANA AVE,-75.12017891,39.99435906,0
2023,2023-10-21 00:00:00+00,13:46:00,W,M,29,Multiple,2100 BLOCK E BIRCH ST,-75.11511048,39.98815595,0
2023,2023-09-11 00:00:00+00,02:59:00,W,M,18,Back,700 BLOCK E CLEARFIELD ST,-75.11756753,39.99536846,0
2023,2023-08-09 00:00:00+00,21:36:00,B,M,24,Leg,2000 BLOCK E CLEMENTINE STREET,-75.11165351,39.9912562,0
2023,2023-08-09 00:00:00+00,21:36:00,B,F,4,Abdomen,2000 BLOCK E CLEMENTINE STREET,-75.11165351,39.9912562,0
2023,2023-06-24 00:00:00+00,18:59:00,B,M,21,Multiple,1800 BLOCK E WILLARD ST,-75.11154115,39.99743821,0
2023,2023-06-11 00:00:00+00,05:37:00,W,M,29,Abdomen,3800 BLOCK KENSINGTON AVE,-75.09905837,40.00444872,0
2020,2020-02-17 00:00:00+00,21:36:00,W,M,27,Head,3400 BLOCK Frankford Ave,-75.10489546,39.99551161,0
2020,2020-02-17 00:00:00+00,21:36:00,W,F,21,Head,3400 BLOCK Frankford Ave,-75.10489546,39.99551161,0
2019,2019-02-19 00:00:00+00,19:07:00,B,M,20,Chest,700 BLOCK E Clearfield St,-75.11693033,39.99528837,1
2023,2023-10-24 00:00:00+00,12:49:00,B,M,26,Hand,3100 BLOCK KENSINGTON AV,-75.11550576,39.99540905,0
2022,2022-12-19 00:00:00+00,00:58:00,W,M,25,Abdomen,3900 BLOCK GLENDALE ST,-75.10158556,40.00697294,0
2022,2022-12-13 00:00:00+00,15:30:00,W,M,17,Ankle,3100 BLOCK FRANKFORD AVE,-75.11105469,39.99264401,0
2022,2022-12-01 00:00:00+00,17:03:00,B,M,29,Leg,100 BLOCK E ALLEGHENY AVE,-75.12907448,39.998611,0
2022,2022-11-15 00:00:00+00,02:27:00,B,M,25,Leg,2000 BLOCK E ONTARIO ST,-75.10609645,39.99600345,0
2022,2022-11-05 00:00:00+00,22:42:00,B,F,23,Multiple,800 BLOCK E ALLEGHENY AVE,-75.11399938,39.99665919,0
2022,2022-11-05 00:00:00+00,22:42:00,W,M,40,Hand,800 BLOCK E ALLEGHENY AVE,-75.11399938,39.99665919,0
2022,2022-11-05 00:00:00+00,22:42:00,B,M,24,Leg,800 BLOCK E ALLEGHENY AVE,-75.11399938,39.99665919,0
2022,2022-11-05 00:00:00+00,22:42:00,W,M,40,Leg,800 BLOCK E ALLEGHENY AVE,-75.11399938,39.99665919,0
2022,2022-11-05 00:00:00+00,22:42:00,B,M,24,Multiple,800 BLOCK E ALLEGHENY AVE,-75.11399938,39.99665919,0
2022,2022-11-05 00:00:00+00,22:42:00,B,M,23,Multiple,800 BLOCK E ALLEGHENY AVE,-75.11399938,39.99665919,0
2022,2022-11-05 00:00:00+00,22:42:00,B,M,27,Leg,800 BLOCK E ALLEGHENY AVE,-75.11399938,39.99665919,0
2022,2022-11-05 00:00:00+00,22:42:00,B,M,24,Multiple,800 BLOCK E ALLEGHENY AVE,-75.11399938,39.99665919,0
2022,2022-11-05 00:00:00+00,22:42:00,W,M,34,Multiple,800 BLOCK E ALLEGHENY AVE,-75.11399938,39.99665919,0
2022,2022-09-03 00:00:00+00,14:31:00,W,M,46,Leg,3000 BLOCK KENSINGTON AVE,-75.11776859,39.99416151,0
2018,2018-01-08 00:00:00+00,04:35:00,W,M,26,Multiple,3500 BLOCK Emerald St,-75.10358213,39.99832909,0
2018,2018-04-26 00:00:00+00,10:52:00,B,M,27,Arm,2800 BLOCK Boudinot St,-75.12350798,39.99194456,0
2022,2022-08-14 00:00:00+00,06:59:00,B,M,33,Shoulder,2100 BLOCK E LEHIGH ST,-75.12117279,39.98619465,0
2022,2022-07-15 00:00:00+00,16:35:00,W,M,24,Multiple/Head,3500 BLOCK AMBER ST,-75.10266788,39.99603886,1
2022,2022-07-01 00:00:00+00,00:57:00,W,M,40,Multiple/Head,3700 BLOCK JASPER ST,-75.09900662,40.00291815,0
2022,2022-06-21 00:00:00+00,05:33:00,A,M,76,Head,4200 BLOCK CLARIDGE ST,-75.10311971,40.01145181,1
2022,2022-06-18 00:00:00+00,09:44:00,W,M,31,Abdomen,3600 BLOCK JASPER ST,-75.10176006,40.00060496,0
2021,2021-09-03 00:00:00+00,23:20:00,B,M,24,Multiple,3100 BLOCK F ST,-75.11774684,39.99544792,0
2021,2021-08-24 00:00:00+00,16:13:00,W,M,20,Ankle,400 BLOCK E SOMERSET ST,-75.12395276,39.99166238,0
2023,2023-09-18 00:00:00+00,19:29:00,B,M,23,Multiple,RUTH AND SOMERSET STREETS,-75.12254232,39.99139079,0
2023,2023-09-18 00:00:00+00,19:29:00,W,M,19,Multiple/Head,RUTH AND SOMERSET STREETS,-75.12254232,39.99139079,1
2023,2023-08-11 00:00:00+00,20:50:00,W,M,38,Head,200 BLOCK E CAMBRIA ST,-75.12692912,39.99358461,0
2023,2023-06-24 00:00:00+00,18:59:00,B,M,23,Multiple,1800 BLOCK E WILLARD ST,-75.11154115,39.99743821,0
2018,2018-05-25 00:00:00+00,15:53:00,W,M,18,Chest,3000 BLOCK A Street,-75.12802859,39.99531089,0
2018,2018-07-25 00:00:00+00,01:30:00,B,M,31,Shoulder,1300 BLOCK E Lycoming St,-75.10249747,40.00919011,0
2018,2018-09-30 00:00:00+00,23:00:00,W,M,31,Chest,3100 BLOCK Kensington Ave,-75.11415771,39.9961392,0
2018,2018-09-30 00:00:00+00,23:00:00,B,M,20,Arm,3100 BLOCK Kensington Ave,-75.11415771,39.9961392,0
2018,2018-10-06 00:00:00+00,21:21:00,W,M,29,Leg,400 BLOCK E Clearfield St,-75.12170658,39.9959539,0
2018,2018-10-04 00:00:00+00,15:06:00,W,M,24,Multiple,100 BLOCK E Clearfield St,-75.12955089,39.99694391,0
2018,2018-10-04 00:00:00+00,15:06:00,W,F,19,Shoulder,100 BLOCK E Clearfield St,-75.12955089,39.99694391,0
2018,2018-09-23 00:00:00+00,04:02:00,B,M,34,Leg,3500 BLOCK I Street,-75.1101362,40.00219241,0
2018,2018-11-24 00:00:00+00,05:00:00,B,M,27,Leg,3500 BLOCK I Street,-75.1101362,40.00219241,0
2018,2018-11-24 00:00:00+00,05:00:00,W,M,28,Arm,3500 BLOCK I Street,-75.1101362,40.00219241,0
2018,2018-08-04 00:00:00+00,20:55:00,B,M,28,Head,1800 BLOCK E LIPPENCOTT ST,-75.11379495,39.99494338,0
2023,2023-02-05 00:00:00+00,08:46:00,W,M,,Head,2800 BLOCK ROSEHILL ST,-75.12522649,39.99208338,0
2020,2020-01-11 00:00:00+00,23:37:00,B,M,23,Multiple,2000 BLOCK E Rush St,-75.11938254,39.98877995,1
2019,2019-02-05 00:00:00+00,12:15:00,W,M,58,Multiple,2000 BLOCK Bellmore St,-75.11554404,39.99029799,0
2019,2019-06-18 00:00:00+00,18:06:00,W,F,27,Head,2800 BLOCK Kip St,-75.12685734,39.99306593,1
2019,2019-09-06 00:00:00+00,08:45:00,B,M,24,Chest,1800 BLOCK E WESTMORELAND ST,-75.10996975,39.99658131,1
2019,2019-09-30 00:00:00+00,02:50:00,W,M,31,Multiple,500 BLOCK E Indiana Ave,-75.12169019,39.99438965,1
2019,2019-09-30 00:00:00+00,02:50:00,W,F,41,Multiple,500 BLOCK E Indiana Ave,-75.12169019,39.99438965,0
2019,2019-09-30 00:00:00+00,02:50:00,W,F,32,Multiple,500 BLOCK E Indiana Ave,-75.12169019,39.99438965,0
2019,2019-11-20 00:00:00+00,23:58:00,B,M,,Multiple,2000 BLOCK E Tioga St,-75.10432392,39.99779578,1
2019,2019-12-04 00:00:00+00,15:10:00,B,M,23,Groin,3100 BLOCK Reach St,-75.11609848,39.99630496,0
2020,2020-02-07 00:00:00+00,12:46:00,B,M,26,Unknown,800 BLOCK E Allegheny Ave,-75.11409962,39.99667245,0
2020,2020-02-14 00:00:00+00,23:55:00,W,M,45,Arm,3100 BLOCK E Street,-75.11968274,39.99649026,0
2020,2020-02-14 00:00:00+00,23:55:00,W,M,28,Back,3100 BLOCK E Street,-75.11968274,39.99649026,0
2020,2020-04-30 00:00:00+00,20:09:00,B,M,29,Arm,3000 BLOCK N Lee St,-75.1291885,39.99661849,0
2018,2018-12-02 00:00:00+00,16:18:00,B,M,32,Head,4000 BLOCK Castor Ave,-75.09869793,40.00784422,1
2018,2018-08-27 00:00:00+00,23:04:00,W,M,20,Chest,3900 BLOCK L Street,-75.1026535,40.00718822,1
2018,2018-11-17 00:00:00+00,06:59:00,W,M,20,Unknown,3900 BLOCK Howland St,-75.10364961,40.00749344,1
2019,2019-04-04 00:00:00+00,20:37:00,B,M,26,Multiple,3100 BLOCK Reach St,-75.11621047,39.99579988,0
2019,2019-05-21 00:00:00+00,12:09:00,W,M,18,Chest,200 BLOCK E Indiana Ave,-75.12788847,39.99517096,0
2019,2019-03-01 00:00:00+00,14:38:00,W,M,22,Chest,100 BLOCK E Wishart St,-75.12787568,39.99785703,1
2019,2019-03-27 00:00:00+00,23:30:00,B,M,28,Leg,1200 BLOCK E Erie Ave,-75.10504172,40.00545931,0
2019,2019-06-13 00:00:00+00,00:01:00,W,M,25,Leg,1800 BLOCK E Lippincott St,-75.11402153,39.99538333,0
2019,2019-06-22 00:00:00+00,23:24:00,W,M,55,Multiple,2800 BLOCK SWANSON ST,-75.12893043,39.99306087,0
2019,2019-08-10 00:00:00+00,22:23:00,B,F,24,Head,1000 BLOCK E CAYUGA ST,-75.10575058,40.01436495,0
2019,2019-08-10 00:00:00+00,22:23:00,B,M,16,Chest,1000 BLOCK E CAYUGA ST,-75.10575058,40.01436495,0
2019,2019-10-14 00:00:00+00,22:08:00,W,M,25,Back,2000 BLOCK E Monmouth St,-75.11720936,39.99000197,0
2019,2019-03-30 00:00:00+00,18:41:00,W,M,43,Head,1100 BLOCK E Cayuga St,-75.10438108,40.01418805,1
2019,2019-04-17 00:00:00+00,14:35:00,W,M,36,Groin,2800 BLOCK C ST,-75.12399007,39.99275362,0
2019,2019-04-17 00:00:00+00,14:35:00,B,F,27,Leg,2800 BLOCK C ST,-75.12399007,39.99275362,0
2019,2019-05-10 00:00:00+00,21:46:00,B,M,20,Multiple,4000 BLOCK Howland St,-75.10355472,40.00784046,0
2019,2019-05-17 00:00:00+00,23:50:00,W,M,22,Multiple,2000 BLOCK E Orleans St,-75.11581909,39.98983975,0
2019,2019-07-11 00:00:00+00,20:52:00,W,M,40,Multiple,4100 BLOCK M ST,-75.10020991,40.00937292,0
2019,2019-08-30 00:00:00+00,14:03:00,W,M,26,Multiple,2200 BLOCK E Butler St,-75.09356337,39.99770417,0
2019,2019-08-31 00:00:00+00,02:18:00,B,M,30,Back,3200 BLOCK H Street,-75.11332429,39.99711294,0
2019,2019-09-09 00:00:00+00,16:39:00,W,M,24,Multiple,2900 BLOCK Amber St,-75.11669271,39.98867618,0
2019,2019-09-09 00:00:00+00,21:14:00,B,M,35,Multiple,2800 BLOCK N Lee St,-75.12981018,39.99332205,0
2019,2019-10-18 00:00:00+00,07:19:00,W,M,23,Arm,1900 BLOCK E Wishart St,-75.11273523,39.99457187,0
2019,2019-12-04 00:00:00+00,15:10:00,B,M,38,Arm,3100 BLOCK Reach St,-75.11609848,39.99630496,0
2019,2019-12-15 00:00:00+00,10:55:00,B,M,21,Head,3300 BLOCK H Street,-75.1127767,39.9989674,1
2019,2019-12-15 00:00:00+00,15:55:00,B,M,22,Multiple,3300 BLOCK H Street,-75.1127767,39.9989674,0
2018,2018-01-15 00:00:00+00,01:18:00,B,M,44,Arm,2700 BLOCK Emerald St,-75.12334954,39.98796306,0
2018,2018-05-29 00:00:00+00,20:43:00,B,F,7,Back,3500 BLOCK Emerald St,-75.10317471,39.9984555,0
2018,2018-05-29 00:00:00+00,20:43:00,B,M,23,Arm,3500 BLOCK Emerald St,-75.10317471,39.9984555,0
2018,2018-07-03 00:00:00+00,01:08:00,B,M,44,Head,2700 BLOCK Emerald St,-75.12334954,39.98796306,1
2018,2018-07-03 00:00:00+00,01:08:00,B,M,23,Multiple,2700 BLOCK Emerald St,-75.12334954,39.98796306,0
